"No.","Time","Source","Destination","Protocol","Length","Info"
"472","14.639260","Ubiquiti_3b:5c:ed","72:a9:a3:61:f1:15","802.11","227","Probe Response, SN=3351, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"479","15.092954","Ubiquiti_3b:5c:ed","72:a9:a3:61:f1:15","802.11","227","Probe Response, SN=3359, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"482","15.175343","Ubiquiti_3b:5c:ed","72:a9:a3:61:f1:15","802.11","227","Probe Response, SN=3361, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"485","15.274830","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3364, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"486","15.294986","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3365, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"489","15.381617","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3367, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"491","15.405381","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3368, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"492","15.424184","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3369, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"493","15.441689","Ubiquiti_3b:5c:ed","22:9e:5f:03:a9:f9","802.11","227","Probe Response, SN=3370, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"495","15.456574","Ubiquiti_3b:5c:ed","22:9e:5f:03:a9:f9","802.11","227","Probe Response, SN=3372, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"496","15.475418","Ubiquiti_3b:5c:ed","22:9e:5f:03:a9:f9","802.11","227","Probe Response, SN=3373, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"497","15.501322","Ubiquiti_3b:5c:ed","22:9e:5f:03:a9:f9","802.11","227","Probe Response, SN=3374, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"500","15.522163","Ubiquiti_3b:5c:ed","22:9e:5f:03:a9:f9","802.11","227","Probe Response, SN=3375, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"501","15.554024","Ubiquiti_3b:5c:ed","22:9e:5f:03:a9:f9","802.11","227","Probe Response, SN=3376, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"505","15.748015","Ubiquiti_3b:5c:ed","GioneeCo_33:c5:ff","802.11","227","Probe Response, SN=261, FN=0, Flags=..m....., BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"511","15.836093","Ubiquiti_3b:5c:ed","d2:70:c9:0a:b4:b8","802.11","227","Probe Response, SN=3381, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"515","16.077933","Ubiquiti_3b:5c:ed","32:b8:7a:fd:7d:5c","802.11","227","Probe Response, SN=3387, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"518","16.156171","Ubiquiti_3b:5c:ed","32:b8:7a:fd:7d:5c","802.11","227","Probe Response, SN=3388, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"526","16.392280","Ubiquiti_3b:5c:ed","be:fe:de:e6:d5:88","802.11","227","Probe Response, SN=3393, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"528","16.417194","Ubiquiti_3b:5c:ed","be:fe:de:e6:d5:88","802.11","227","Probe Response, SN=3394, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"531","16.436686","Ubiquiti_3b:5c:ed","be:fe:de:e6:d5:88","802.11","227","Probe Response, SN=3395, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"532","16.460695","Ubiquiti_3b:5c:ed","26:2a:56:76:27:70","802.11","227","Probe Response, SN=3396, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"534","16.479565","Ubiquiti_3b:5c:ed","26:2a:56:76:27:70","802.11","227","Probe Response, SN=3398, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"535","16.489733","Ubiquiti_3b:5c:ed","26:2a:56:76:27:70","802.11","227","Probe Response, SN=3399, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"546","17.105252","Ubiquiti_3b:5c:ed","26:5f:f6:9c:31:0a","802.11","227","Probe Response, SN=3408, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"547","17.130216","Ubiquiti_3b:5c:ed","26:5f:f6:9c:31:0a","802.11","227","Probe Response, SN=3409, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"557","17.595313","Ubiquiti_3b:5c:ed","3e:3a:11:d5:18:ec","802.11","227","Probe Response, SN=3415, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"560","17.622451","Ubiquiti_3b:5c:ed","3e:3a:11:d5:18:ec","802.11","227","Probe Response, SN=3417, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"561","17.647911","Ubiquiti_3b:5c:ed","3e:3a:11:d5:18:ec","802.11","227","Probe Response, SN=3418, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"563","17.662464","Ubiquiti_3b:5c:ed","3e:3a:11:d5:18:ec","802.11","227","Probe Response, SN=3419, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"564","17.687233","Ubiquiti_3b:5c:ed","12:00:4b:10:4d:fa","802.11","227","Probe Response, SN=3420, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"574","18.098828","Ubiquiti_3b:5c:ed","9e:c6:99:a6:55:c1","802.11","227","Probe Response, SN=3426, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"576","18.127896","Ubiquiti_3b:5c:ed","Apple_41:89:c6","802.11","227","Probe Response, SN=3428, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"577","18.148256","Ubiquiti_3b:5c:ed","Apple_41:89:c6","802.11","227","Probe Response, SN=3429, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"581","18.197396","Ubiquiti_3b:5c:ed","Apple_41:89:c6","802.11","227","Probe Response, SN=3430, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"583","18.223608","Ubiquiti_3b:5c:ed","Apple_41:89:c6","802.11","227","Probe Response, SN=3432, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"596","18.771256","Ubiquiti_3b:5c:ed","32:95:70:99:ac:a6","802.11","227","Probe Response, SN=3442, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"599","18.834465","Ubiquiti_3b:5c:ed","32:95:70:99:ac:a6","802.11","227","Probe Response, SN=3444, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"600","18.849657","Cisco_ca:77:05","32:95:70:99:ac:a6","802.11","294","Probe Response, SN=3076, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"603","18.883905","Ubiquiti_3b:5c:ed","32:95:70:99:ac:a6","802.11","227","Probe Response, SN=3445, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"604","18.906303","Ubiquiti_3b:5c:ed","32:95:70:99:ac:a6","802.11","227","Probe Response, SN=3447, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"606","18.949455","Ubiquiti_3b:5c:ed","7a:4f:4c:f1:be:e7","802.11","227","Probe Response, SN=3449, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"607","18.965983","Ubiquiti_3b:5c:ed","7a:4f:4c:f1:be:e7","802.11","227","Probe Response, SN=3450, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"610","18.995855","Ubiquiti_3b:5c:ed","7a:4f:4c:f1:be:e7","802.11","227","Probe Response, SN=3451, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"612","19.041326","Ubiquiti_3b:5c:ed","7a:4f:4c:f1:be:e7","802.11","227","Probe Response, SN=3453, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"613","19.057238","Ubiquiti_3b:5c:ed","7a:4f:4c:f1:be:e7","802.11","227","Probe Response, SN=3454, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"621","19.265737","Ubiquiti_3b:5c:ed","96:a1:87:a9:d9:5a","802.11","227","Probe Response, SN=3458, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"624","19.541538","Ubiquiti_3b:5c:ed","76:6f:56:e6:54:07","802.11","227","Probe Response, SN=3462, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"628","19.660825","Cisco_2f:15:53","92:e7:c2:49:74:8f","802.11","294","Probe Response, SN=1895, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"632","19.843740","Ubiquiti_3b:5c:ed","96:a1:87:a9:d9:5a","802.11","227","Probe Response, SN=3467, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"638","20.203504","Cisco_22:86:e6","42:38:3f:d7:87:4f","802.11","227","Probe Response, SN=838, FN=0, Flags=....R..., BI=100, SSID=CHOPIN-AIRPORT"
"641","20.336361","Ubiquiti_3b:5c:ed","36:73:0f:9e:2b:f2","802.11","227","Probe Response, SN=3474, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"644","20.430756","Ubiquiti_3b:5c:ed","42:38:3f:d7:87:4f","802.11","227","Probe Response, SN=3476, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"645","20.475388","Ubiquiti_3b:5c:ed","42:38:3f:d7:87:4f","802.11","227","Probe Response, SN=3478, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"646","20.495246","Ubiquiti_3b:5c:ed","42:38:3f:d7:87:4f","802.11","227","Probe Response, SN=3479, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"648","20.543263","Ubiquiti_3b:5c:ed","42:38:3f:d7:87:4f","802.11","227","Probe Response, SN=3480, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"649","20.564486","Ubiquiti_3b:5c:ed","42:38:3f:d7:87:4f","802.11","227","Probe Response, SN=3482, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"653","20.630247","Ubiquiti_3b:5c:ed","42:38:3f:d7:87:4f","802.11","227","Probe Response, SN=3483, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"657","20.866453","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3487, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"659","20.887396","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3489, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"660","20.905716","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3490, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"663","20.929233","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3491, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"665","20.947756","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3492, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"666","20.973327","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3494, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"670","21.057781","Ubiquiti_3b:5c:ed","6e:ec:f7:1c:29:c6","802.11","227","Probe Response, SN=3496, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"671","21.085747","Ubiquiti_3b:5c:ed","6e:ec:f7:1c:29:c6","802.11","227","Probe Response, SN=3498, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"673","21.103858","Ubiquiti_3b:5c:ed","6e:ec:f7:1c:29:c6","802.11","227","Probe Response, SN=3499, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"674","21.171413","Ubiquiti_3b:5c:ed","6e:ec:f7:1c:29:c6","802.11","227","Probe Response, SN=3500, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"676","21.230859","Ubiquiti_3b:5c:ed","Google_27:9d:c2","802.11","227","Probe Response, SN=3502, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"680","21.320548","Ubiquiti_3b:5c:ed","Google_27:9d:c2","802.11","227","Probe Response, SN=3505, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"681","21.325293","Ubiquiti_3b:5c:ed","Google_27:9d:c2","802.11","227","Probe Response, SN=3506, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"682","21.330592","Ubiquiti_3b:5c:ed","Google_27:9d:c2","802.11","227","Probe Response, SN=3507, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"684","21.344281","Ubiquiti_3b:5c:ed","Google_27:9d:c2","802.11","227","Probe Response, SN=3508, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"685","21.346542","Ubiquiti_3b:5c:ed","4a:c3:9c:0e:41:fc","802.11","227","Probe Response, SN=3509, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"686","21.351483","Ubiquiti_3b:5c:ed","Google_27:9d:c2","802.11","227","Probe Response, SN=3510, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"688","21.369989","Ubiquiti_3b:5c:ed","Google_27:9d:c2","802.11","227","Probe Response, SN=3511, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"690","21.382076","Ubiquiti_3b:5c:ed","Google_27:9d:c2","802.11","227","Probe Response, SN=3512, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"692","21.391890","Ubiquiti_3b:5c:ed","Google_27:9d:c2","802.11","227","Probe Response, SN=3514, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"693","21.444383","Ubiquiti_3b:5c:ed","0a:06:5c:01:d4:e3","802.11","227","Probe Response, SN=3515, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"694","21.480291","Ubiquiti_3b:5c:ed","Google_27:9d:c2","802.11","227","Probe Response, SN=3516, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"697","21.503732","Ubiquiti_3b:5c:ed","0a:06:5c:01:d4:e3","802.11","227","Probe Response, SN=3518, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"700","21.558966","Ubiquiti_3b:5c:ed","0a:06:5c:01:d4:e3","802.11","227","Probe Response, SN=3519, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"701","21.623484","Ubiquiti_3b:5c:ed","Apple_41:89:c6","802.11","227","Probe Response, SN=3521, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"702","21.625885","Ubiquiti_3b:5c:ed","0a:06:5c:01:d4:e3","802.11","227","Probe Response, SN=3522, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"704","21.688940","Ubiquiti_3b:5c:ed","Apple_41:89:c6","802.11","227","Probe Response, SN=3524, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"708","21.750009","Ubiquiti_3b:5c:ed","Apple_41:89:c6","802.11","227","Probe Response, SN=3526, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"710","21.756702","Ubiquiti_3b:5c:ed","Apple_41:89:c6","802.11","227","Probe Response, SN=3527, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"711","21.783340","Ubiquiti_3b:5c:ed","Apple_41:89:c6","802.11","227","Probe Response, SN=3528, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"713","21.801548","Ubiquiti_3b:5c:ed","0a:1f:5e:5e:cf:c9","802.11","227","Probe Response, SN=3530, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"714","21.803561","Ubiquiti_3b:5c:ed","Apple_41:89:c6","802.11","227","Probe Response, SN=3531, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"718","21.956183","ArubaaHe_58:77:62","92:9a:b2:31:ca:80","802.11","183","Probe Response, SN=1319, FN=0, Flags=........, BI=100, SSID=NETIA WIFI"
"739","23.067735","Ubiquiti_3b:5c:ed","a6:89:d4:df:38:3d","802.11","227","Probe Response, SN=3550, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"743","23.152912","Ubiquiti_3b:5c:ed","a6:89:d4:df:38:3d","802.11","227","Probe Response, SN=3552, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"748","23.379359","Ubiquiti_3b:5c:ed","96:a1:87:a9:d9:5a","802.11","227","Probe Response, SN=3557, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"751","23.423214","Ubiquiti_3b:5c:ed","96:a1:87:a9:d9:5a","802.11","227","Probe Response, SN=3558, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"753","23.467181","Ubiquiti_3b:5c:ed","96:a1:87:a9:d9:5a","802.11","227","Probe Response, SN=3560, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"755","23.510665","Ubiquiti_3b:5c:ed","96:a1:87:a9:d9:5a","802.11","227","Probe Response, SN=3561, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"762","23.813768","Ubiquiti_3b:5c:ed","5e:e7:e7:89:85:22","802.11","227","Probe Response, SN=3565, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"765","23.879678","Ubiquiti_3b:5c:ed","5e:e7:e7:89:85:22","802.11","227","Probe Response, SN=3567, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"766","23.888866","Ubiquiti_3b:5c:ed","f2:0c:2c:c4:c0:ae","802.11","227","Probe Response, SN=3568, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"768","23.908026","Ubiquiti_3b:5c:ed","5e:e7:e7:89:85:22","802.11","227","Probe Response, SN=3569, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"773","23.981118","Ubiquiti_3b:5c:ed","f2:0c:2c:c4:c0:ae","802.11","227","Probe Response, SN=3571, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"778","24.006857","Ubiquiti_3b:5c:ed","f2:0c:2c:c4:c0:ae","802.11","227","Probe Response, SN=3572, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"788","24.280040","Ubiquiti_3b:5c:ed","9e:2e:bf:7a:0b:ed","802.11","227","Probe Response, SN=3578, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"791","24.385070","Ubiquiti_3b:5c:ed","e6:40:33:2a:b8:98","802.11","227","Probe Response, SN=3582, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"797","24.501186","Ubiquiti_3b:5c:ed","fe:12:a8:2c:cc:e8","802.11","227","Probe Response, SN=3584, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"802","24.625108","Ubiquiti_3b:5c:ed","aa:6b:90:67:fc:81","802.11","227","Probe Response, SN=3587, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"805","24.712118","Ubiquiti_3b:5c:ed","4e:1f:54:3d:55:f2","802.11","227","Probe Response, SN=3590, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"808","24.736300","Ubiquiti_3b:5c:ed","4e:1f:54:3d:55:f2","802.11","227","Probe Response, SN=3591, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"809","24.756457","Ubiquiti_3b:5c:ed","4e:1f:54:3d:55:f2","802.11","227","Probe Response, SN=3592, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"810","24.765964","Ubiquiti_3b:5c:ed","ea:02:c1:ff:bc:12","802.11","227","Probe Response, SN=3594, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"812","24.779382","Ubiquiti_3b:5c:ed","4e:1f:54:3d:55:f2","802.11","227","Probe Response, SN=3595, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"813","24.784869","Ubiquiti_3b:5c:ed","ea:02:c1:ff:bc:12","802.11","227","Probe Response, SN=3596, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"814","24.806939","Ubiquiti_3b:5c:ed","ea:02:c1:ff:bc:12","802.11","227","Probe Response, SN=3597, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"815","24.833251","Ubiquiti_3b:5c:ed","ea:02:c1:ff:bc:12","802.11","227","Probe Response, SN=3598, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"816","24.851329","Ubiquiti_3b:5c:ed","ea:02:c1:ff:bc:12","802.11","227","Probe Response, SN=3599, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"817","24.900518","ArubaaHe_58:77:63","7a:b0:b1:18:47:5a","802.11","185","Probe Response, SN=191, FN=0, Flags=........, BI=100, SSID=COSTA COFFEE"
"821","25.095029","Ubiquiti_3b:5c:ed","7a:b0:b1:18:47:5a","802.11","227","Probe Response, SN=3606, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"825","25.399921","Ubiquiti_3b:5c:ed","e2:5a:da:24:a2:57","802.11","227","Probe Response, SN=3612, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"827","25.450005","Ubiquiti_3b:5c:ed","e2:5a:da:24:a2:57","802.11","227","Probe Response, SN=3613, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"830","25.490957","Ubiquiti_3b:5c:ed","Google_76:fc:63","802.11","227","Probe Response, SN=3615, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"833","25.579609","Ubiquiti_3b:5c:ed","e2:5a:da:24:a2:57","802.11","227","Probe Response, SN=3617, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"837","25.735290","Ubiquiti_3b:5c:ed","e2:5a:da:24:a2:57","802.11","227","Probe Response, SN=3619, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"842","25.886714","Ubiquiti_3b:5c:ed","be:c4:13:3f:f4:d1","802.11","227","Probe Response, SN=3621, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"845","25.970809","Ubiquiti_3b:5c:ed","be:c4:13:3f:f4:d1","802.11","227","Probe Response, SN=3623, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"847","26.034110","Ubiquiti_3b:5c:ed","12:7f:75:9d:10:13","802.11","227","Probe Response, SN=3625, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"850","26.055023","Ubiquiti_3b:5c:ed","12:7f:75:9d:10:13","802.11","227","Probe Response, SN=3626, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"863","26.474941","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3634, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"864","26.499440","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3636, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"866","26.525671","ArubaaHe_58:77:63","SamsungE_70:0b:ff","802.11","185","Probe Response, SN=198, FN=0, Flags=........, BI=100, SSID=COSTA COFFEE"
"867","26.540712","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3638, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"870","26.583427","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3639, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"871","26.603986","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3641, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"880","26.831412","Cisco_a0:44:53","Microsof_bd:fd:f8","802.11","294","Probe Response, SN=485, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"883","26.926106","Ubiquiti_3b:5c:ed","ea:58:62:56:38:77","802.11","227","Probe Response, SN=3645, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"885","26.950022","Ubiquiti_3b:5c:ed","ea:58:62:56:38:77","802.11","227","Probe Response, SN=3646, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"887","26.996733","Ubiquiti_3b:5c:ed","ea:58:62:56:38:77","802.11","227","Probe Response, SN=3647, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"893","27.259516","Ubiquiti_3b:5c:ed","7e:58:f6:d2:d9:51","802.11","227","Probe Response, SN=3653, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"896","27.338490","Ubiquiti_3b:5c:ed","7e:58:f6:d2:d9:51","802.11","227","Probe Response, SN=3655, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"898","27.376896","Ubiquiti_3b:5c:ed","7e:58:f6:d2:d9:51","802.11","227","Probe Response, SN=3656, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"902","27.429567","Ubiquiti_3b:5c:ed","9a:10:5c:61:3a:bf","802.11","227","Probe Response, SN=3659, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
